Linha,010
Tabela,001
num,ponto,horario
190176,RUA TAPAJOS N.1000,05:25
121012,PREFEITURA (SENTIDO HORARIO),05:30
141010,ESTAÇÃO PUC (SENTIDO SUL),05:55
121012,PREFEITURA (SENTIDO HORARIO),06:35
141010,ESTAÇÃO PUC (SENTIDO SUL),07:05
121012,PREFEITURA (SENTIDO HORARIO),08:00
141010,ESTAÇÃO PUC (SENTIDO SUL),08:40
121012,PREFEITURA (SENTIDO HORARIO),09:30
141010,ESTAÇÃO PUC (SENTIDO SUL),09:57
121012,PREFEITURA (SENTIDO HORARIO),10:36
141010,ESTAÇÃO PUC (SENTIDO SUL),11:00
121012,PREFEITURA (SENTIDO HORARIO),11:48
141010,ESTAÇÃO PUC (SENTIDO SUL),12:20
121012,PREFEITURA (SENTIDO HORARIO),13:12
141010,ESTAÇÃO PUC (SENTIDO SUL),13:44
121012,PREFEITURA (SENTIDO HORARIO),14:26
141010,ESTAÇÃO PUC (SENTIDO SUL),14:54
121012,PREFEITURA (SENTIDO HORARIO),15:38
141010,ESTAÇÃO PUC (SENTIDO SUL),16:08
121012,PREFEITURA (SENTIDO HORARIO),16:53
141010,ESTAÇÃO PUC (SENTIDO SUL),17:38
121012,PREFEITURA (SENTIDO HORARIO),18:36
141010,ESTAÇÃO PUC (SENTIDO SUL),19:11
