Linha,700
Tabela,001
num,ponto,horario
105706,TERMINAL PINHEIRINHO,06:00
109017,E.T. CIRCULO MILITAR / CABRAL,06:29
109085,TERMINAL CABRAL,06:44
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,06:58
105706,TERMINAL PINHEIRINHO,07:30
109017,E.T. CIRCULO MILITAR / CABRAL,07:59
109085,TERMINAL CABRAL,08:14
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,08:28
105706,TERMINAL PINHEIRINHO,09:00
109017,E.T. CIRCULO MILITAR / CABRAL,09:29
109085,TERMINAL CABRAL,09:44
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,09:58
105706,TERMINAL PINHEIRINHO,10:30
109017,E.T. CIRCULO MILITAR / CABRAL,10:59
109085,TERMINAL CABRAL,11:14
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,11:28
105706,TERMINAL PINHEIRINHO,12:00
109017,E.T. CIRCULO MILITAR / CABRAL,12:29
109085,TERMINAL CABRAL,12:44
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,12:58
105706,TERMINAL PINHEIRINHO,13:30
109017,E.T. CIRCULO MILITAR / CABRAL,13:59
109085,TERMINAL CABRAL,14:14
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,14:28
105706,TERMINAL PINHEIRINHO,15:00
109017,E.T. CIRCULO MILITAR / CABRAL,15:29
109085,TERMINAL CABRAL,15:44
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,15:58
105706,TERMINAL PINHEIRINHO,16:30
109017,E.T. CIRCULO MILITAR / CABRAL,16:59
109085,TERMINAL CABRAL,17:14
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,17:28
105706,TERMINAL PINHEIRINHO,18:00
109017,E.T. CIRCULO MILITAR / CABRAL,18:29
109085,TERMINAL CABRAL,18:44
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,18:58
