Linha,685
Tabela,002
num,ponto,horario
170966,LOTEAMENTO RIO BONITO,05:25
105207,TERMINAL CIC,06:06
170966,LOTEAMENTO RIO BONITO,06:42
105207,TERMINAL CIC,07:24
170966,LOTEAMENTO RIO BONITO,08:00
105207,TERMINAL CIC,08:38
170966,LOTEAMENTO RIO BONITO,09:14
105207,TERMINAL CIC,09:52
170966,LOTEAMENTO RIO BONITO,10:28
105207,TERMINAL CIC,11:06
170966,LOTEAMENTO RIO BONITO,11:42
105207,TERMINAL CIC,12:21
170966,LOTEAMENTO RIO BONITO,12:57
105207,TERMINAL CIC,13:37
170966,LOTEAMENTO RIO BONITO,14:13
105207,TERMINAL CIC,14:53
170966,LOTEAMENTO RIO BONITO,15:29
105207,TERMINAL CIC,16:09
170966,LOTEAMENTO RIO BONITO,16:45
105207,TERMINAL CIC,17:25
170966,LOTEAMENTO RIO BONITO,18:01
105207,TERMINAL CIC,18:41
170966,LOTEAMENTO RIO BONITO,19:17
105207,TERMINAL CIC,19:57
