Linha,506
Tabela,004
num,ponto,horario
109038,TUBO OSTERNACK,07:09
109112,TERMINAL SITIO CERCADO,07:19
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,07:55
109114,TERM.S.CERCADO(SENT.OSTERNACK),08:31
109038,TUBO OSTERNACK,08:41
109112,TERMINAL SITIO CERCADO,08:51
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,09:27
109114,TERM.S.CERCADO(SENT.OSTERNACK),10:03
109038,TUBO OSTERNACK,10:13
109112,TERMINAL SITIO CERCADO,10:23
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,10:59
109114,TERM.S.CERCADO(SENT.OSTERNACK),11:35
109038,TUBO OSTERNACK,11:45
109112,TERMINAL SITIO CERCADO,11:55
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,12:31
109114,TERM.S.CERCADO(SENT.OSTERNACK),13:07
109038,TUBO OSTERNACK,13:17
109112,TERMINAL SITIO CERCADO,13:27
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,14:03
109114,TERM.S.CERCADO(SENT.OSTERNACK),14:39
109038,TUBO OSTERNACK,14:49
109112,TERMINAL SITIO CERCADO,14:59
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,15:35
109114,TERM.S.CERCADO(SENT.OSTERNACK),16:11
109038,TUBO OSTERNACK,16:21
109112,TERMINAL SITIO CERCADO,16:31
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,17:07
109114,TERM.S.CERCADO(SENT.OSTERNACK),17:43
109038,TUBO OSTERNACK,17:53
109112,TERMINAL SITIO CERCADO,18:03
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,18:39
109114,TERM.S.CERCADO(SENT.OSTERNACK),19:15
109038,TUBO OSTERNACK,19:25
109112,TERMINAL SITIO CERCADO,19:35
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,20:11
109114,TERM.S.CERCADO(SENT.OSTERNACK),20:47
109038,TUBO OSTERNACK,20:57
109112,TERMINAL SITIO CERCADO,21:07
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,21:43
109114,TERM.S.CERCADO(SENT.OSTERNACK),22:19
109038,TUBO OSTERNACK,22:29
109112,TERMINAL SITIO CERCADO,22:39
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,23:15
109114,TERM.S.CERCADO(SENT.OSTERNACK),23:48
