Linha,011
Tabela,003-2
num,ponto,horario
141011,ESTAÇÃO PUC (SENTIDO NORTE),16:55
120104,PREFEITURA (SENT.ANTI-HORARIO),17:35
141011,ESTAÇÃO PUC (SENTIDO NORTE),18:40
120104,PREFEITURA (SENT.ANTI-HORARIO),19:20
141011,ESTAÇÃO PUC (SENTIDO NORTE),20:00
120104,PREFEITURA (SENT.ANTI-HORARIO),20:24
141011,ESTAÇÃO PUC (SENTIDO NORTE),21:02
120104,PREFEITURA (SENT.ANTI-HORARIO),21:26
141011,ESTAÇÃO PUC (SENTIDO NORTE),22:04
120104,PREFEITURA (SENT.ANTI-HORARIO),22:28
141011,ESTAÇÃO PUC (SENTIDO NORTE),23:06
120104,PREFEITURA (SENT.ANTI-HORARIO),23:30
141011,ESTAÇÃO PUC (SENTIDO NORTE),00:00
