Linha,200
Tabela,9-2
num,ponto,horario
108035,ESTACAO TUBO BENTO VIANA/NORTE,16:03
108021,ESTACAO TUBO P.PUBLICO/NORTE,16:15
105901,TERMINAL SANTA CANDIDA,16:35
108022,ESTACAO TUBO P.PUBLICO/SUL,16:50
108035,ESTACAO TUBO BENTO VIANA/NORTE,17:10
108021,ESTACAO TUBO P.PUBLICO/NORTE,17:22
105901,TERMINAL SANTA CANDIDA,17:43
108022,ESTACAO TUBO P.PUBLICO/SUL,17:58
108035,ESTACAO TUBO BENTO VIANA/NORTE,18:20
108021,ESTACAO TUBO P.PUBLICO/NORTE,18:34
105901,TERMINAL SANTA CANDIDA,18:55
108022,ESTACAO TUBO P.PUBLICO/SUL,19:08
108035,ESTACAO TUBO BENTO VIANA/NORTE,19:28
108021,ESTACAO TUBO P.PUBLICO/NORTE,19:40
105901,TERMINAL SANTA CANDIDA,19:58
108022,ESTACAO TUBO P.PUBLICO/SUL,20:11
