Linha,X37
Tabela,001-1
num,ponto,horario
170958,BAIRRO SANTA RITA DIRETO,05:00
105739,T. PINHEIRINHO VAZIO STA RITA,05:30
170958,BAIRRO SANTA RITA DIRETO,06:00
105739,T. PINHEIRINHO VAZIO STA RITA,06:34
170958,BAIRRO SANTA RITA DIRETO,07:06
