Linha,X37
Tabela,009-2
num,ponto,horario
105739,T. PINHEIRINHO DIRETO STA RITA,16:35
170959,BAIRRO VAZIO T.PINHEIRINHO,17:08
105739,T. PINHEIRINHO DIRETO STA RITA,17:42
170959,BAIRRO VAZIO T.PINHEIRINHO,18:22
105739,T. PINHEIRINHO DIRETO STA RITA,19:03
