Linha,X37
Tabela,002-2
num,ponto,horario
105739,T. PINHEIRINHO DIRETO STA RITA,17:13
170959,BAIRRO VAZIO T.PINHEIRINHO,17:52
105739,T. PINHEIRINHO DIRETO STA RITA,18:25
170959,BAIRRO VAZIO T.PINHEIRINHO,19:01
105739,T. PINHEIRINHO DIRETO STA RITA,19:33
