Linha,X37
Tabela,009-1
num,ponto,horario
170958,BAIRRO SANTA RITA DIRETO,06:24
105739,T. PINHEIRINHO VAZIO STA RITA,07:13
170958,BAIRRO SANTA RITA DIRETO,07:45
