Linha,X37
Tabela,002-1
num,ponto,horario
170958,BAIRRO SANTA RITA DIRETO,05:09
105739,T. PINHEIRINHO VAZIO STA RITA,05:40
170958,BAIRRO SANTA RITA DIRETO,06:12
105739,T. PINHEIRINHO VAZIO STA RITA,06:53
170958,BAIRRO SANTA RITA DIRETO,07:25
