Linha,X37
Tabela,003-2
num,ponto,horario
105739,T. PINHEIRINHO DIRETO STA RITA,16:09
170959,BAIRRO VAZIO T.PINHEIRINHO,16:43
105739,T. PINHEIRINHO DIRETO STA RITA,17:17
170959,BAIRRO VAZIO T.PINHEIRINHO,17:59
105739,T. PINHEIRINHO DIRETO STA RITA,18:39
