Linha,X37
Tabela,001-2
num,ponto,horario
105739,T. PINHEIRINHO DIRETO STA RITA,16:48
170959,BAIRRO VAZIO T.PINHEIRINHO,17:23
105739,T. PINHEIRINHO DIRETO STA RITA,17:56
170959,BAIRRO VAZIO T.PINHEIRINHO,18:37
105739,T. PINHEIRINHO DIRETO STA RITA,19:13
