Linha,X37
Tabela,005-1
num,ponto,horario
170958,BAIRRO SANTA RITA DIRETO,05:36
105739,T. PINHEIRINHO VAZIO STA RITA,06:08
170958,BAIRRO SANTA RITA DIRETO,06:39
