Linha,X36
Tabela,001-2
num,ponto,horario
109028,TERMINAL GUADALUPE,16:30
109131,TERMINAL FAZENDINHA,17:00
109028,TERMINAL GUADALUPE,17:40
109131,TERMINAL FAZENDINHA,18:25
109028,TERMINAL GUADALUPE,19:08
