Linha,X36
Tabela,004-2
num,ponto,horario
109028,TERMINAL GUADALUPE,15:55
109131,TERMINAL FAZENDINHA,16:26
109028,TERMINAL GUADALUPE,17:06
109131,TERMINAL FAZENDINHA,17:51
109028,TERMINAL GUADALUPE,18:34
