Linha,X36
Tabela,003-1
num,ponto,horario
109131,TERMINAL FAZENDINHA,06:10
109028,TERMINAL GUADALUPE,06:36
109131,TERMINAL FAZENDINHA,07:05
109028,TERMINAL GUADALUPE,07:41
109131,TERMINAL FAZENDINHA,08:14
