Linha,X36
Tabela,002-1
num,ponto,horario
109132,TERMINAL CAIUA,05:30
109030,TUBO CONS.LAURINDO (VAZIO),06:07
109131,TERMINAL FAZENDINHA,06:37
109028,TERMINAL GUADALUPE,07:05
109131,TERMINAL FAZENDINHA,07:33
