Linha,X36
Tabela,001-1
num,ponto,horario
109132,TERMINAL CAIUA,05:20
109030,TUBO CONS.LAURINDO (VAZIO),05:55
109131,TERMINAL FAZENDINHA,06:22
109028,TERMINAL GUADALUPE,06:50
109131,TERMINAL FAZENDINHA,07:18
109028,TERMINAL GUADALUPE,07:58
109131,TERMINAL FAZENDINHA,08:28
