Linha,653
Tabela,002
num,ponto,horario
180870,R. N. SRA. DO EQUILIBRIO,07:14
180863,MORADIAS CORBELIA,07:20
105208,TERMINAL CIC,07:45
180863,MORADIAS CORBELIA,08:10
105208,TERMINAL CIC,08:35
180863,MORADIAS CORBELIA,09:00
105208,TERMINAL CIC,09:25
180863,MORADIAS CORBELIA,09:50
105208,TERMINAL CIC,10:15
180863,MORADIAS CORBELIA,10:40
105208,TERMINAL CIC,11:05
180863,MORADIAS CORBELIA,11:30
105208,TERMINAL CIC,11:55
180863,MORADIAS CORBELIA,12:20
105208,TERMINAL CIC,12:45
180863,MORADIAS CORBELIA,13:10
105208,TERMINAL CIC,13:35
180863,MORADIAS CORBELIA,14:00
105208,TERMINAL CIC,14:25
180863,MORADIAS CORBELIA,14:50
105208,TERMINAL CIC,15:15
180863,MORADIAS CORBELIA,15:40
105208,TERMINAL CIC,16:05
180863,MORADIAS CORBELIA,16:30
105208,TERMINAL CIC,16:55
180863,MORADIAS CORBELIA,17:20
105208,TERMINAL CIC,17:45
180863,MORADIAS CORBELIA,18:10
105208,TERMINAL CIC,18:35
180863,MORADIAS CORBELIA,19:00
105208,TERMINAL CIC,19:25
180863,MORADIAS CORBELIA,19:50
105208,TERMINAL CIC,20:15
