Linha,210
Tabela,002
num,ponto,horario
109085,TERMINAL CABRAL,05:40
109063,PRACA RUI BARBOSA,05:52
109100,TERMINAL CIC,06:21
109051,TUBO TIRADENTES,06:59
109085,TERMINAL CABRAL,07:13
109063,PRACA RUI BARBOSA,07:32
109100,TERMINAL CIC,08:05
109051,TUBO TIRADENTES,08:43
109085,TERMINAL CABRAL,08:57
109063,PRACA RUI BARBOSA,09:16
109100,TERMINAL CIC,09:49
109051,TUBO TIRADENTES,10:27
109085,TERMINAL CABRAL,10:41
109063,PRACA RUI BARBOSA,11:00
109100,TERMINAL CIC,11:33
109051,TUBO TIRADENTES,12:11
109085,TERMINAL CABRAL,12:25
109063,PRACA RUI BARBOSA,12:44
109100,TERMINAL CIC,13:17
109051,TUBO TIRADENTES,13:55
109085,TERMINAL CABRAL,14:09
109063,PRACA RUI BARBOSA,14:28
109100,TERMINAL CIC,15:01
109051,TUBO TIRADENTES,15:39
109085,TERMINAL CABRAL,15:53
109063,PRACA RUI BARBOSA,16:12
109100,TERMINAL CIC,16:45
109051,TUBO TIRADENTES,17:23
109085,TERMINAL CABRAL,17:37
109063,PRACA RUI BARBOSA,17:56
109100,TERMINAL CIC,18:29
109051,TUBO TIRADENTES,19:02
109085,TERMINAL CABRAL,19:15
109063,PRACA RUI BARBOSA,19:30
109100,TERMINAL CIC,19:58
109051,TUBO TIRADENTES,20:34
109085,TERMINAL CABRAL,20:48
109063,PRACA RUI BARBOSA,21:05
109100,TERMINAL CIC,21:37
109051,TUBO TIRADENTES,22:13
109085,TERMINAL CABRAL,22:31
109063,PRACA RUI BARBOSA,22:48
109100,TERMINAL CIC,23:30
109051,TUBO TIRADENTES,00:00
