Linha,386
Tabela,001
num,ponto,horario
130253,UNIVERSIDADE DO ESPORTE,06:00
103206,PRACA CARLOS GOMES,06:30
130253,UNIVERSIDADE DO ESPORTE,07:00
103206,PRACA CARLOS GOMES,07:30
130253,UNIVERSIDADE DO ESPORTE,08:00
103206,PRACA CARLOS GOMES,08:30
130253,UNIVERSIDADE DO ESPORTE,09:00
103206,PRACA CARLOS GOMES,09:30
130253,UNIVERSIDADE DO ESPORTE,10:00
103206,PRACA CARLOS GOMES,10:30
130253,UNIVERSIDADE DO ESPORTE,11:00
103206,PRACA CARLOS GOMES,11:30
130253,UNIVERSIDADE DO ESPORTE,12:00
103206,PRACA CARLOS GOMES,12:30
130253,UNIVERSIDADE DO ESPORTE,12:57
103206,PRACA CARLOS GOMES,13:25
130253,UNIVERSIDADE DO ESPORTE,13:52
103206,PRACA CARLOS GOMES,14:20
130253,UNIVERSIDADE DO ESPORTE,14:47
103206,PRACA CARLOS GOMES,15:15
130253,UNIVERSIDADE DO ESPORTE,15:42
103206,PRACA CARLOS GOMES,16:10
130253,UNIVERSIDADE DO ESPORTE,16:37
103206,PRACA CARLOS GOMES,17:05
130253,UNIVERSIDADE DO ESPORTE,17:32
103206,PRACA CARLOS GOMES,18:00
130253,UNIVERSIDADE DO ESPORTE,18:30
103206,PRACA CARLOS GOMES,19:00
130253,UNIVERSIDADE DO ESPORTE,19:30
103206,PRACA CARLOS GOMES,20:00
130253,UNIVERSIDADE DO ESPORTE,20:30
103206,PRACA CARLOS GOMES,21:00
130253,UNIVERSIDADE DO ESPORTE,21:30
103206,PRACA CARLOS GOMES,22:00
130253,UNIVERSIDADE DO ESPORTE,22:30
103206,PRACA CARLOS GOMES,23:00
130253,UNIVERSIDADE DO ESPORTE,23:30
103206,PRACA CARLOS GOMES,00:00
