Linha,507
Tabela,001-2
num,ponto,horario
109027,TERMINAL GUADALUPE,16:32
109102,TERMINAL BOQUEIRAO,17:04
109113,TERMINAL SITIO CERCADO,17:20
105707,TERMINAL PINHEIRINHO,17:41
109027,TERMINAL GUADALUPE,18:27
109102,TERMINAL BOQUEIRAO,18:59
109113,TERMINAL SITIO CERCADO,19:16
105707,TERMINAL PINHEIRINHO,19:38
109027,TERMINAL GUADALUPE,20:20
109102,TERMINAL BOQUEIRAO,20:49
109113,TERMINAL SITIO CERCADO,20:59
105707,TERMINAL PINHEIRINHO,21:13
109027,TERMINAL GUADALUPE,21:48
109102,TERMINAL BOQUEIRAO,22:15
109113,TERMINAL SITIO CERCADO,22:26
105707,TERMINAL PINHEIRINHO,22:41
109027,TERMINAL GUADALUPE,23:14
109102,TERMINAL BOQUEIRAO,23:41
