Linha,612
Tabela,001
num,ponto,horario
105809,TERMINAL PORTAO,05:05
105210,TERMINAL CIC,05:31
105809,TERMINAL PORTAO,05:57
105210,TERMINAL CIC,06:23
105809,TERMINAL PORTAO,06:49
105210,TERMINAL CIC,07:15
105809,TERMINAL PORTAO,07:41
105210,TERMINAL CIC,08:07
105809,TERMINAL PORTAO,08:33
105210,TERMINAL CIC,08:59
105809,TERMINAL PORTAO,09:25
105210,TERMINAL CIC,09:51
105809,TERMINAL PORTAO,10:17
105210,TERMINAL CIC,10:43
105809,TERMINAL PORTAO,11:09
105210,TERMINAL CIC,11:35
105809,TERMINAL PORTAO,12:01
105210,TERMINAL CIC,12:27
105809,TERMINAL PORTAO,12:53
105210,TERMINAL CIC,13:19
105809,TERMINAL PORTAO,13:45
105210,TERMINAL CIC,14:11
105809,TERMINAL PORTAO,14:37
105210,TERMINAL CIC,15:03
105809,TERMINAL PORTAO,15:29
105210,TERMINAL CIC,15:55
105809,TERMINAL PORTAO,16:21
105210,TERMINAL CIC,16:47
105809,TERMINAL PORTAO,17:13
105210,TERMINAL CIC,17:39
105809,TERMINAL PORTAO,18:05
105210,TERMINAL CIC,18:30
105809,TERMINAL PORTAO,18:55
105210,TERMINAL CIC,19:20
105809,TERMINAL PORTAO,19:45
105210,TERMINAL CIC,20:10
105809,TERMINAL PORTAO,20:35
105210,TERMINAL CIC,21:00
105809,TERMINAL PORTAO,21:25
105210,TERMINAL CIC,21:50
105809,TERMINAL PORTAO,22:15
105210,TERMINAL CIC,22:40
105809,TERMINAL PORTAO,23:05
105210,TERMINAL CIC,23:30
