Linha,203
Tabela,014
num,ponto,horario
105901,TERMINAL SANTA CANDIDA,06:04
104413,TERMINAL CABRAL/SENTIDO SUL,06:17
108024,ESTACAO TUBO CENTRAL/SUL,06:29
108036,ESTACAO TUBO BENTO VIANA/SUL,06:44
104801,TERMINAL CAPAO RASO,07:06
108035,ESTACAO TUBO BENTO VIANA/NORTE,07:24
108023,ESTACAO TUBO CENTRAL/NORTE,07:43
104411,TERMINAL CABRAL/SENTIDO NORTE,07:54
105901,TERMINAL SANTA CANDIDA,08:16
104413,TERMINAL CABRAL/SENTIDO SUL,08:30
108024,ESTACAO TUBO CENTRAL/SUL,08:42
108036,ESTACAO TUBO BENTO VIANA/SUL,08:59
104801,TERMINAL CAPAO RASO,09:23
108035,ESTACAO TUBO BENTO VIANA/NORTE,09:42
108023,ESTACAO TUBO CENTRAL/NORTE,10:01
104411,TERMINAL CABRAL/SENTIDO NORTE,10:12
105901,TERMINAL SANTA CANDIDA,10:33
104413,TERMINAL CABRAL/SENTIDO SUL,10:47
108024,ESTACAO TUBO CENTRAL/SUL,10:59
108036,ESTACAO TUBO BENTO VIANA/SUL,11:14
104801,TERMINAL CAPAO RASO,11:37
108035,ESTACAO TUBO BENTO VIANA/NORTE,11:55
108023,ESTACAO TUBO CENTRAL/NORTE,12:14
104411,TERMINAL CABRAL/SENTIDO NORTE,12:25
105901,TERMINAL SANTA CANDIDA,12:45
104413,TERMINAL CABRAL/SENTIDO SUL,12:59
108024,ESTACAO TUBO CENTRAL/SUL,13:11
108036,ESTACAO TUBO BENTO VIANA/SUL,13:26
104801,TERMINAL CAPAO RASO,13:49
108035,ESTACAO TUBO BENTO VIANA/NORTE,14:07
108023,ESTACAO TUBO CENTRAL/NORTE,14:26
104411,TERMINAL CABRAL/SENTIDO NORTE,14:37
105901,TERMINAL SANTA CANDIDA,14:57
104413,TERMINAL CABRAL/SENTIDO SUL,15:11
108024,ESTACAO TUBO CENTRAL/SUL,15:23
108036,ESTACAO TUBO BENTO VIANA/SUL,15:38
104801,TERMINAL CAPAO RASO,16:01
108035,ESTACAO TUBO BENTO VIANA/NORTE,16:19
108023,ESTACAO TUBO CENTRAL/NORTE,16:38
104411,TERMINAL CABRAL/SENTIDO NORTE,16:49
105901,TERMINAL SANTA CANDIDA,17:10
104413,TERMINAL CABRAL/SENTIDO SUL,17:24
108024,ESTACAO TUBO CENTRAL/SUL,17:36
108036,ESTACAO TUBO BENTO VIANA/SUL,17:53
104801,TERMINAL CAPAO RASO,18:18
108035,ESTACAO TUBO BENTO VIANA/NORTE,18:37
108023,ESTACAO TUBO CENTRAL/NORTE,18:56
104411,TERMINAL CABRAL/SENTIDO NORTE,19:08
105901,TERMINAL SANTA CANDIDA,19:31
104413,TERMINAL CABRAL/SENTIDO SUL,19:44
108024,ESTACAO TUBO CENTRAL/SUL,19:56
108036,ESTACAO TUBO BENTO VIANA/SUL,20:10
104801,TERMINAL CAPAO RASO,20:32
108035,ESTACAO TUBO BENTO VIANA/NORTE,20:50
108023,ESTACAO TUBO CENTRAL/NORTE,21:07
104411,TERMINAL CABRAL/SENTIDO NORTE,21:18
105901,TERMINAL SANTA CANDIDA,21:39
104413,TERMINAL CABRAL/SENTIDO SUL,21:51
108024,ESTACAO TUBO CENTRAL/SUL,22:03
108036,ESTACAO TUBO BENTO VIANA/SUL,22:17
104801,TERMINAL CAPAO RASO,22:39
108035,ESTACAO TUBO BENTO VIANA/NORTE,22:56
108023,ESTACAO TUBO CENTRAL/NORTE,23:11
104411,TERMINAL CABRAL/SENTIDO NORTE,23:22
