Linha,203
Tabela,011-2
num,ponto,horario
105901,TERMINAL SANTA CANDIDA,11:54
104413,TERMINAL CABRAL/SENTIDO SUL,12:08
108024,ESTACAO TUBO CENTRAL/SUL,12:20
108036,ESTACAO TUBO BENTO VIANA/SUL,12:35
104801,TERMINAL CAPAO RASO,12:58
108035,ESTACAO TUBO BENTO VIANA/NORTE,13:16
108023,ESTACAO TUBO CENTRAL/NORTE,13:35
104411,TERMINAL CABRAL/SENTIDO NORTE,13:46
105901,TERMINAL SANTA CANDIDA,14:06
104413,TERMINAL CABRAL/SENTIDO SUL,14:20
108024,ESTACAO TUBO CENTRAL/SUL,14:32
108036,ESTACAO TUBO BENTO VIANA/SUL,14:47
104801,TERMINAL CAPAO RASO,15:10
108035,ESTACAO TUBO BENTO VIANA/NORTE,15:28
108023,ESTACAO TUBO CENTRAL/NORTE,15:47
104411,TERMINAL CABRAL/SENTIDO NORTE,15:58
105901,TERMINAL SANTA CANDIDA,16:18
104413,TERMINAL CABRAL/SENTIDO SUL,16:32
108024,ESTACAO TUBO CENTRAL/SUL,16:44
108036,ESTACAO TUBO BENTO VIANA/SUL,16:59
104801,TERMINAL CAPAO RASO,17:23
108035,ESTACAO TUBO BENTO VIANA/NORTE,17:42
108023,ESTACAO TUBO CENTRAL/NORTE,18:01
104411,TERMINAL CABRAL/SENTIDO NORTE,18:13
105901,TERMINAL SANTA CANDIDA,18:35
104413,TERMINAL CABRAL/SENTIDO SUL,18:49
108024,ESTACAO TUBO CENTRAL/SUL,19:01
108036,ESTACAO TUBO BENTO VIANA/SUL,19:17
104801,TERMINAL CAPAO RASO,19:40
108035,ESTACAO TUBO BENTO VIANA/NORTE,19:59
108023,ESTACAO TUBO CENTRAL/NORTE,20:17
104411,TERMINAL CABRAL/SENTIDO NORTE,20:28
