Linha,203
Tabela,008
num,ponto,horario
104801,TERMINAL CAPAO RASO,05:40
108035,ESTACAO TUBO BENTO VIANA/NORTE,05:57
108023,ESTACAO TUBO CENTRAL/NORTE,06:14
104411,TERMINAL CABRAL/SENTIDO NORTE,06:25
105901,TERMINAL SANTA CANDIDA,06:47
104413,TERMINAL CABRAL/SENTIDO SUL,07:01
108024,ESTACAO TUBO CENTRAL/SUL,07:13
108036,ESTACAO TUBO BENTO VIANA/SUL,07:30
104801,TERMINAL CAPAO RASO,07:53
108035,ESTACAO TUBO BENTO VIANA/NORTE,08:12
108023,ESTACAO TUBO CENTRAL/NORTE,08:31
104411,TERMINAL CABRAL/SENTIDO NORTE,08:42
105901,TERMINAL SANTA CANDIDA,09:03
104413,TERMINAL CABRAL/SENTIDO SUL,09:17
108024,ESTACAO TUBO CENTRAL/SUL,09:29
108036,ESTACAO TUBO BENTO VIANA/SUL,09:44
104801,TERMINAL CAPAO RASO,10:07
108035,ESTACAO TUBO BENTO VIANA/NORTE,10:25
108023,ESTACAO TUBO CENTRAL/NORTE,10:44
104411,TERMINAL CABRAL/SENTIDO NORTE,10:55
105901,TERMINAL SANTA CANDIDA,11:16
104413,TERMINAL CABRAL/SENTIDO SUL,11:30
108024,ESTACAO TUBO CENTRAL/SUL,11:42
108036,ESTACAO TUBO BENTO VIANA/SUL,11:57
104801,TERMINAL CAPAO RASO,12:21
108035,ESTACAO TUBO BENTO VIANA/NORTE,12:39
108023,ESTACAO TUBO CENTRAL/NORTE,12:58
104411,TERMINAL CABRAL/SENTIDO NORTE,13:09
105901,TERMINAL SANTA CANDIDA,13:29
104413,TERMINAL CABRAL/SENTIDO SUL,13:43
108024,ESTACAO TUBO CENTRAL/SUL,13:55
108036,ESTACAO TUBO BENTO VIANA/SUL,14:10
104801,TERMINAL CAPAO RASO,14:33
108035,ESTACAO TUBO BENTO VIANA/NORTE,14:51
108023,ESTACAO TUBO CENTRAL/NORTE,15:10
104411,TERMINAL CABRAL/SENTIDO NORTE,15:21
105901,TERMINAL SANTA CANDIDA,15:41
104413,TERMINAL CABRAL/SENTIDO SUL,15:55
108024,ESTACAO TUBO CENTRAL/SUL,16:07
108036,ESTACAO TUBO BENTO VIANA/SUL,16:22
104801,TERMINAL CAPAO RASO,16:45
108035,ESTACAO TUBO BENTO VIANA/NORTE,17:03
108023,ESTACAO TUBO CENTRAL/NORTE,17:22
104411,TERMINAL CABRAL/SENTIDO NORTE,17:34
105901,TERMINAL SANTA CANDIDA,17:56
104413,TERMINAL CABRAL/SENTIDO SUL,18:10
108024,ESTACAO TUBO CENTRAL/SUL,18:22
108036,ESTACAO TUBO BENTO VIANA/SUL,18:38
104801,TERMINAL CAPAO RASO,19:03
108035,ESTACAO TUBO BENTO VIANA/NORTE,19:22
108023,ESTACAO TUBO CENTRAL/NORTE,19:40
104411,TERMINAL CABRAL/SENTIDO NORTE,19:51
