Linha,203
Tabela,001
num,ponto,horario
105901,TERMINAL SANTA CANDIDA,05:12
104413,TERMINAL CABRAL/SENTIDO SUL,05:23
108024,ESTACAO TUBO CENTRAL/SUL,05:35
108036,ESTACAO TUBO BENTO VIANA/SUL,05:47
104801,TERMINAL CAPAO RASO,06:09
108035,ESTACAO TUBO BENTO VIANA/NORTE,06:27
108023,ESTACAO TUBO CENTRAL/NORTE,06:44
104411,TERMINAL CABRAL/SENTIDO NORTE,06:55
105901,TERMINAL SANTA CANDIDA,07:15
104413,TERMINAL CABRAL/SENTIDO SUL,07:29
108024,ESTACAO TUBO CENTRAL/SUL,07:41
108036,ESTACAO TUBO BENTO VIANA/SUL,07:58
104801,TERMINAL CAPAO RASO,08:21
108035,ESTACAO TUBO BENTO VIANA/NORTE,08:39
108023,ESTACAO TUBO CENTRAL/NORTE,08:58
104411,TERMINAL CABRAL/SENTIDO NORTE,09:09
105901,TERMINAL SANTA CANDIDA,09:28
104413,TERMINAL CABRAL/SENTIDO SUL,09:42
108024,ESTACAO TUBO CENTRAL/SUL,09:54
108036,ESTACAO TUBO BENTO VIANA/SUL,10:09
104801,TERMINAL CAPAO RASO,10:32
108035,ESTACAO TUBO BENTO VIANA/NORTE,10:50
108023,ESTACAO TUBO CENTRAL/NORTE,11:09
104411,TERMINAL CABRAL/SENTIDO NORTE,11:20
105901,TERMINAL SANTA CANDIDA,11:40
104413,TERMINAL CABRAL/SENTIDO SUL,11:54
108024,ESTACAO TUBO CENTRAL/SUL,12:06
108036,ESTACAO TUBO BENTO VIANA/SUL,12:21
104801,TERMINAL CAPAO RASO,12:43
108035,ESTACAO TUBO BENTO VIANA/NORTE,13:01
108023,ESTACAO TUBO CENTRAL/NORTE,13:20
104411,TERMINAL CABRAL/SENTIDO NORTE,13:31
105901,TERMINAL SANTA CANDIDA,13:51
104413,TERMINAL CABRAL/SENTIDO SUL,14:05
108024,ESTACAO TUBO CENTRAL/SUL,14:17
108036,ESTACAO TUBO BENTO VIANA/SUL,14:32
104801,TERMINAL CAPAO RASO,14:55
108035,ESTACAO TUBO BENTO VIANA/NORTE,15:13
108023,ESTACAO TUBO CENTRAL/NORTE,15:32
104411,TERMINAL CABRAL/SENTIDO NORTE,15:43
105901,TERMINAL SANTA CANDIDA,16:03
104413,TERMINAL CABRAL/SENTIDO SUL,16:17
108024,ESTACAO TUBO CENTRAL/SUL,16:29
108036,ESTACAO TUBO BENTO VIANA/SUL,16:44
104801,TERMINAL CAPAO RASO,17:07
108035,ESTACAO TUBO BENTO VIANA/NORTE,17:26
108023,ESTACAO TUBO CENTRAL/NORTE,17:45
104411,TERMINAL CABRAL/SENTIDO NORTE,17:57
105901,TERMINAL SANTA CANDIDA,18:19
104413,TERMINAL CABRAL/SENTIDO SUL,18:33
108024,ESTACAO TUBO CENTRAL/SUL,18:45
108036,ESTACAO TUBO BENTO VIANA/SUL,19:01
104801,TERMINAL CAPAO RASO,19:26
108035,ESTACAO TUBO BENTO VIANA/NORTE,19:45
108023,ESTACAO TUBO CENTRAL/NORTE,20:03
104411,TERMINAL CABRAL/SENTIDO NORTE,20:14
