Linha,203
Tabela,016
num,ponto,horario
104801,TERMINAL CAPAO RASO,06:23
108035,ESTACAO TUBO BENTO VIANA/NORTE,06:41
108023,ESTACAO TUBO CENTRAL/NORTE,06:58
104411,TERMINAL CABRAL/SENTIDO NORTE,07:09
105901,TERMINAL SANTA CANDIDA,07:30
104413,TERMINAL CABRAL/SENTIDO SUL,07:44
108024,ESTACAO TUBO CENTRAL/SUL,07:56
108036,ESTACAO TUBO BENTO VIANA/SUL,08:13
104801,TERMINAL CAPAO RASO,08:37
108035,ESTACAO TUBO BENTO VIANA/NORTE,08:55
108023,ESTACAO TUBO CENTRAL/NORTE,09:14
104411,TERMINAL CABRAL/SENTIDO NORTE,09:25
105901,TERMINAL SANTA CANDIDA,09:45
104413,TERMINAL CABRAL/SENTIDO SUL,09:59
108024,ESTACAO TUBO CENTRAL/SUL,10:11
108036,ESTACAO TUBO BENTO VIANA/SUL,10:26
104801,TERMINAL CAPAO RASO,10:50
108035,ESTACAO TUBO BENTO VIANA/NORTE,11:09
108023,ESTACAO TUBO CENTRAL/NORTE,11:28
104411,TERMINAL CABRAL/SENTIDO NORTE,11:39
105901,TERMINAL SANTA CANDIDA,12:01
104413,TERMINAL CABRAL/SENTIDO SUL,12:15
108024,ESTACAO TUBO CENTRAL/SUL,12:27
108036,ESTACAO TUBO BENTO VIANA/SUL,12:42
104801,TERMINAL CAPAO RASO,13:06
108035,ESTACAO TUBO BENTO VIANA/NORTE,13:24
108023,ESTACAO TUBO CENTRAL/NORTE,13:43
104411,TERMINAL CABRAL/SENTIDO NORTE,13:54
105901,TERMINAL SANTA CANDIDA,14:14
104413,TERMINAL CABRAL/SENTIDO SUL,14:28
108024,ESTACAO TUBO CENTRAL/SUL,14:40
108036,ESTACAO TUBO BENTO VIANA/SUL,14:55
104801,TERMINAL CAPAO RASO,15:18
108035,ESTACAO TUBO BENTO VIANA/NORTE,15:36
108023,ESTACAO TUBO CENTRAL/NORTE,15:55
104411,TERMINAL CABRAL/SENTIDO NORTE,16:06
105901,TERMINAL SANTA CANDIDA,16:26
104413,TERMINAL CABRAL/SENTIDO SUL,16:40
108024,ESTACAO TUBO CENTRAL/SUL,16:52
108036,ESTACAO TUBO BENTO VIANA/SUL,17:07
104801,TERMINAL CAPAO RASO,17:31
108035,ESTACAO TUBO BENTO VIANA/NORTE,17:50
108023,ESTACAO TUBO CENTRAL/NORTE,18:09
104411,TERMINAL CABRAL/SENTIDO NORTE,18:21
105901,TERMINAL SANTA CANDIDA,18:43
104413,TERMINAL CABRAL/SENTIDO SUL,18:57
108024,ESTACAO TUBO CENTRAL/SUL,19:09
108036,ESTACAO TUBO BENTO VIANA/SUL,19:25
104801,TERMINAL CAPAO RASO,19:47
108035,ESTACAO TUBO BENTO VIANA/NORTE,20:06
108023,ESTACAO TUBO CENTRAL/NORTE,20:23
104411,TERMINAL CABRAL/SENTIDO NORTE,20:34
105901,TERMINAL SANTA CANDIDA,20:56
104413,TERMINAL CABRAL/SENTIDO SUL,21:08
108024,ESTACAO TUBO CENTRAL/SUL,21:20
108036,ESTACAO TUBO BENTO VIANA/SUL,21:35
104801,TERMINAL CAPAO RASO,21:57
108035,ESTACAO TUBO BENTO VIANA/NORTE,22:16
108023,ESTACAO TUBO CENTRAL/NORTE,22:33
104411,TERMINAL CABRAL/SENTIDO NORTE,22:44
105901,TERMINAL SANTA CANDIDA,23:07
104413,TERMINAL CABRAL/SENTIDO SUL,23:20
108024,ESTACAO TUBO CENTRAL/SUL,23:32
108036,ESTACAO TUBO BENTO VIANA/SUL,23:44
