Linha,236
Tabela,002-2
num,ponto,horario
105904,TERMINAL SANTA CANDIDA,17:06
121008,BAIRRO SAO BENEDITO,17:28
105904,TERMINAL SANTA CANDIDA,17:54
121008,BAIRRO SAO BENEDITO,18:16
105904,TERMINAL SANTA CANDIDA,18:42
121008,BAIRRO SAO BENEDITO,19:04
105904,TERMINAL SANTA CANDIDA,19:30
121008,BAIRRO SAO BENEDITO,19:50
105904,TERMINAL SANTA CANDIDA,20:15
121008,BAIRRO SAO BENEDITO,20:35
105904,TERMINAL SANTA CANDIDA,20:57
121008,BAIRRO SAO BENEDITO,21:17
105904,TERMINAL SANTA CANDIDA,21:40
121008,BAIRRO SAO BENEDITO,22:00
105904,TERMINAL SANTA CANDIDA,22:23
121008,BAIRRO SAO BENEDITO,22:43
105904,TERMINAL SANTA CANDIDA,23:06
121008,BAIRRO SAO BENEDITO,23:24
105904,TERMINAL SANTA CANDIDA,23:46
121008,BAIRRO SAO BENEDITO,00:04
105904,TERMINAL SANTA CANDIDA,00:24
