Linha,503
Tabela,003
num,ponto,horario
104303,TERMINAL BOQUEIRAO,05:58
108065,PRACA CARLOS GOMES,06:30
104303,TERMINAL BOQUEIRAO,07:03
108065,PRACA CARLOS GOMES,07:35
104303,TERMINAL BOQUEIRAO,08:08
108065,PRACA CARLOS GOMES,08:40
104303,TERMINAL BOQUEIRAO,09:13
108065,PRACA CARLOS GOMES,09:45
104303,TERMINAL BOQUEIRAO,10:18
108065,PRACA CARLOS GOMES,10:50
104303,TERMINAL BOQUEIRAO,11:24
108065,PRACA CARLOS GOMES,11:56
104303,TERMINAL BOQUEIRAO,12:30
108065,PRACA CARLOS GOMES,13:02
104303,TERMINAL BOQUEIRAO,13:36
108065,PRACA CARLOS GOMES,14:08
104303,TERMINAL BOQUEIRAO,14:42
108065,PRACA CARLOS GOMES,15:14
104303,TERMINAL BOQUEIRAO,15:48
108065,PRACA CARLOS GOMES,16:20
104303,TERMINAL BOQUEIRAO,16:54
108065,PRACA CARLOS GOMES,17:26
104303,TERMINAL BOQUEIRAO,18:00
108065,PRACA CARLOS GOMES,18:32
104303,TERMINAL BOQUEIRAO,19:06
108065,PRACA CARLOS GOMES,19:38
104303,TERMINAL BOQUEIRAO,20:12
108065,PRACA CARLOS GOMES,20:44
104303,TERMINAL BOQUEIRAO,21:18
108065,PRACA CARLOS GOMES,21:50
104303,TERMINAL BOQUEIRAO,22:23
108065,PRACA CARLOS GOMES,22:54
104303,TERMINAL BOQUEIRAO,23:27
108065,PRACA CARLOS GOMES,23:55
