Linha,603
Tabela,005
num,ponto,horario
108216,PRACA RUI BARBOSA,05:30
105701,TERMINAL PINHEIRINHO,06:06
108216,PRACA RUI BARBOSA,06:43
105701,TERMINAL PINHEIRINHO,07:18
108216,PRACA RUI BARBOSA,07:55
105701,TERMINAL PINHEIRINHO,08:30
108216,PRACA RUI BARBOSA,09:10
105701,TERMINAL PINHEIRINHO,09:45
108216,PRACA RUI BARBOSA,10:22
105701,TERMINAL PINHEIRINHO,11:00
108216,PRACA RUI BARBOSA,11:37
105701,TERMINAL PINHEIRINHO,12:15
108216,PRACA RUI BARBOSA,12:52
105701,TERMINAL PINHEIRINHO,13:30
108216,PRACA RUI BARBOSA,14:07
105701,TERMINAL PINHEIRINHO,14:45
108216,PRACA RUI BARBOSA,15:22
105701,TERMINAL PINHEIRINHO,16:02
108216,PRACA RUI BARBOSA,16:39
105701,TERMINAL PINHEIRINHO,17:20
108216,PRACA RUI BARBOSA,17:57
105701,TERMINAL PINHEIRINHO,18:38
108216,PRACA RUI BARBOSA,19:15
105701,TERMINAL PINHEIRINHO,19:56
108216,PRACA RUI BARBOSA,20:32
105701,TERMINAL PINHEIRINHO,21:08
108216,PRACA RUI BARBOSA,21:44
105701,TERMINAL PINHEIRINHO,22:21
108216,PRACA RUI BARBOSA,22:57
105701,TERMINAL PINHEIRINHO,23:36
108216,PRACA RUI BARBOSA,00:12
