Linha,701
Tabela,005
num,ponto,horario
105301,TERMINAL FAZENDINHA,06:19
102015,PRACA RUI BARBOSA,06:49
105301,TERMINAL FAZENDINHA,07:20
102015,PRACA RUI BARBOSA,08:01
105301,TERMINAL FAZENDINHA,08:38
102015,PRACA RUI BARBOSA,09:13
105301,TERMINAL FAZENDINHA,09:46
102015,PRACA RUI BARBOSA,10:19
105301,TERMINAL FAZENDINHA,10:52
102015,PRACA RUI BARBOSA,11:25
105301,TERMINAL FAZENDINHA,12:00
102015,PRACA RUI BARBOSA,12:33
105301,TERMINAL FAZENDINHA,13:09
102015,PRACA RUI BARBOSA,13:44
105301,TERMINAL FAZENDINHA,14:20
102015,PRACA RUI BARBOSA,14:53
105301,TERMINAL FAZENDINHA,15:30
102015,PRACA RUI BARBOSA,16:04
105301,TERMINAL FAZENDINHA,16:44
102015,PRACA RUI BARBOSA,17:22
105301,TERMINAL FAZENDINHA,18:08
102015,PRACA RUI BARBOSA,18:47
