Linha,203
Tabela,004
num,ponto,horario
104801,TERMINAL CAPAO RASO,05:45
108035,ESTACAO TUBO BENTO VIANA/NORTE,06:03
108023,ESTACAO TUBO CENTRAL/NORTE,06:15
104411,TERMINAL CABRAL/SENTIDO NORTE,06:25
105901,TERMINAL SANTA CANDIDA,06:48
104413,TERMINAL CABRAL/SENTIDO SUL,07:01
108024,ESTACAO TUBO CENTRAL/SUL,07:13
108036,ESTACAO TUBO BENTO VIANA/SUL,07:26
104801,TERMINAL CAPAO RASO,07:48
108035,ESTACAO TUBO BENTO VIANA/NORTE,08:06
108023,ESTACAO TUBO CENTRAL/NORTE,08:19
104411,TERMINAL CABRAL/SENTIDO NORTE,08:30
105901,TERMINAL SANTA CANDIDA,08:48
104413,TERMINAL CABRAL/SENTIDO SUL,09:01
108024,ESTACAO TUBO CENTRAL/SUL,09:13
108036,ESTACAO TUBO BENTO VIANA/SUL,09:26
104801,TERMINAL CAPAO RASO,09:48
108035,ESTACAO TUBO BENTO VIANA/NORTE,10:06
108023,ESTACAO TUBO CENTRAL/NORTE,10:19
104411,TERMINAL CABRAL/SENTIDO NORTE,10:30
105901,TERMINAL SANTA CANDIDA,10:48
104413,TERMINAL CABRAL/SENTIDO SUL,11:01
108024,ESTACAO TUBO CENTRAL/SUL,11:13
108036,ESTACAO TUBO BENTO VIANA/SUL,11:26
104801,TERMINAL CAPAO RASO,11:48
108035,ESTACAO TUBO BENTO VIANA/NORTE,12:06
108023,ESTACAO TUBO CENTRAL/NORTE,12:19
104411,TERMINAL CABRAL/SENTIDO NORTE,12:30
105901,TERMINAL SANTA CANDIDA,12:48
104413,TERMINAL CABRAL/SENTIDO SUL,13:01
108024,ESTACAO TUBO CENTRAL/SUL,13:13
108036,ESTACAO TUBO BENTO VIANA/SUL,13:26
104801,TERMINAL CAPAO RASO,13:48
108035,ESTACAO TUBO BENTO VIANA/NORTE,14:06
108023,ESTACAO TUBO CENTRAL/NORTE,14:19
104411,TERMINAL CABRAL/SENTIDO NORTE,14:30
105901,TERMINAL SANTA CANDIDA,14:48
104413,TERMINAL CABRAL/SENTIDO SUL,15:01
108024,ESTACAO TUBO CENTRAL/SUL,15:13
108036,ESTACAO TUBO BENTO VIANA/SUL,15:26
104801,TERMINAL CAPAO RASO,15:48
108035,ESTACAO TUBO BENTO VIANA/NORTE,16:06
108023,ESTACAO TUBO CENTRAL/NORTE,16:19
104411,TERMINAL CABRAL/SENTIDO NORTE,16:30
105901,TERMINAL SANTA CANDIDA,16:48
104413,TERMINAL CABRAL/SENTIDO SUL,17:01
108024,ESTACAO TUBO CENTRAL/SUL,17:13
108036,ESTACAO TUBO BENTO VIANA/SUL,17:26
104801,TERMINAL CAPAO RASO,17:48
108035,ESTACAO TUBO BENTO VIANA/NORTE,18:06
108023,ESTACAO TUBO CENTRAL/NORTE,18:19
104411,TERMINAL CABRAL/SENTIDO NORTE,18:30
105901,TERMINAL SANTA CANDIDA,18:48
104413,TERMINAL CABRAL/SENTIDO SUL,19:01
108024,ESTACAO TUBO CENTRAL/SUL,19:13
108036,ESTACAO TUBO BENTO VIANA/SUL,19:26
104801,TERMINAL CAPAO RASO,19:51
108035,ESTACAO TUBO BENTO VIANA/NORTE,20:08
108023,ESTACAO TUBO CENTRAL/NORTE,20:21
104411,TERMINAL CABRAL/SENTIDO NORTE,20:31
105901,TERMINAL SANTA CANDIDA,20:51
104413,TERMINAL CABRAL/SENTIDO SUL,21:03
108024,ESTACAO TUBO CENTRAL/SUL,21:15
108036,ESTACAO TUBO BENTO VIANA/SUL,21:26
104801,TERMINAL CAPAO RASO,21:48
108035,ESTACAO TUBO BENTO VIANA/NORTE,22:06
108023,ESTACAO TUBO CENTRAL/NORTE,22:19
104411,TERMINAL CABRAL/SENTIDO NORTE,22:29
105901,TERMINAL SANTA CANDIDA,22:50
104413,TERMINAL CABRAL/SENTIDO SUL,23:02
108024,ESTACAO TUBO CENTRAL/SUL,23:14
108036,ESTACAO TUBO BENTO VIANA/SUL,23:25
104801,TERMINAL CAPAO RASO,23:48
108035,ESTACAO TUBO BENTO VIANA/NORTE,00:05
108023,ESTACAO TUBO CENTRAL/NORTE,00:17
104411,TERMINAL CABRAL/SENTIDO NORTE,00:26
