Linha,203
Tabela,008
num,ponto,horario
104801,TERMINAL CAPAO RASO,06:12
108035,ESTACAO TUBO BENTO VIANA/NORTE,06:29
108023,ESTACAO TUBO CENTRAL/NORTE,06:43
104411,TERMINAL CABRAL/SENTIDO NORTE,06:53
105901,TERMINAL SANTA CANDIDA,07:12
104413,TERMINAL CABRAL/SENTIDO SUL,07:25
108024,ESTACAO TUBO CENTRAL/SUL,07:37
108036,ESTACAO TUBO BENTO VIANA/SUL,07:50
104801,TERMINAL CAPAO RASO,08:12
108035,ESTACAO TUBO BENTO VIANA/NORTE,08:30
108023,ESTACAO TUBO CENTRAL/NORTE,08:43
104411,TERMINAL CABRAL/SENTIDO NORTE,08:54
105901,TERMINAL SANTA CANDIDA,09:12
104413,TERMINAL CABRAL/SENTIDO SUL,09:25
108024,ESTACAO TUBO CENTRAL/SUL,09:37
108036,ESTACAO TUBO BENTO VIANA/SUL,09:50
104801,TERMINAL CAPAO RASO,10:12
108035,ESTACAO TUBO BENTO VIANA/NORTE,10:30
108023,ESTACAO TUBO CENTRAL/NORTE,10:43
104411,TERMINAL CABRAL/SENTIDO NORTE,10:54
105901,TERMINAL SANTA CANDIDA,11:12
104413,TERMINAL CABRAL/SENTIDO SUL,11:25
108024,ESTACAO TUBO CENTRAL/SUL,11:37
108036,ESTACAO TUBO BENTO VIANA/SUL,11:50
104801,TERMINAL CAPAO RASO,12:12
108035,ESTACAO TUBO BENTO VIANA/NORTE,12:30
108023,ESTACAO TUBO CENTRAL/NORTE,12:43
104411,TERMINAL CABRAL/SENTIDO NORTE,12:54
105901,TERMINAL SANTA CANDIDA,13:12
104413,TERMINAL CABRAL/SENTIDO SUL,13:25
108024,ESTACAO TUBO CENTRAL/SUL,13:37
108036,ESTACAO TUBO BENTO VIANA/SUL,13:50
104801,TERMINAL CAPAO RASO,14:12
108035,ESTACAO TUBO BENTO VIANA/NORTE,14:30
108023,ESTACAO TUBO CENTRAL/NORTE,14:43
104411,TERMINAL CABRAL/SENTIDO NORTE,14:54
105901,TERMINAL SANTA CANDIDA,15:12
104413,TERMINAL CABRAL/SENTIDO SUL,15:25
108024,ESTACAO TUBO CENTRAL/SUL,15:37
108036,ESTACAO TUBO BENTO VIANA/SUL,15:50
104801,TERMINAL CAPAO RASO,16:12
108035,ESTACAO TUBO BENTO VIANA/NORTE,16:30
108023,ESTACAO TUBO CENTRAL/NORTE,16:43
104411,TERMINAL CABRAL/SENTIDO NORTE,16:54
105901,TERMINAL SANTA CANDIDA,17:12
104413,TERMINAL CABRAL/SENTIDO SUL,17:25
108024,ESTACAO TUBO CENTRAL/SUL,17:37
108036,ESTACAO TUBO BENTO VIANA/SUL,17:50
104801,TERMINAL CAPAO RASO,18:12
108035,ESTACAO TUBO BENTO VIANA/NORTE,18:30
108023,ESTACAO TUBO CENTRAL/NORTE,18:43
104411,TERMINAL CABRAL/SENTIDO NORTE,18:54
105901,TERMINAL SANTA CANDIDA,19:12
104413,TERMINAL CABRAL/SENTIDO SUL,19:25
108024,ESTACAO TUBO CENTRAL/SUL,19:37
108036,ESTACAO TUBO BENTO VIANA/SUL,19:50
