Linha,250
Tabela,034
num,ponto,horario
105934,TERMINAL SANTA CANDIDA,06:32
108024,ESTACAO TUBO CENTRAL/SUL,06:50
105933,TERMINAL PINHEIRINHO,07:25
108023,ESTACAO TUBO CENTRAL/NORTE,07:54
105934,TERMINAL SANTA CANDIDA,08:18
108024,ESTACAO TUBO CENTRAL/SUL,08:37
105933,TERMINAL PINHEIRINHO,09:12
108023,ESTACAO TUBO CENTRAL/NORTE,09:40
105934,TERMINAL SANTA CANDIDA,10:03
108024,ESTACAO TUBO CENTRAL/SUL,10:21
105933,TERMINAL PINHEIRINHO,10:55
108023,ESTACAO TUBO CENTRAL/NORTE,11:23
105934,TERMINAL SANTA CANDIDA,11:48
108024,ESTACAO TUBO CENTRAL/SUL,12:06
105933,TERMINAL PINHEIRINHO,12:41
108023,ESTACAO TUBO CENTRAL/NORTE,13:09
105934,TERMINAL SANTA CANDIDA,13:33
108024,ESTACAO TUBO CENTRAL/SUL,13:51
105933,TERMINAL PINHEIRINHO,14:26
108023,ESTACAO TUBO CENTRAL/NORTE,14:54
105934,TERMINAL SANTA CANDIDA,15:18
108024,ESTACAO TUBO CENTRAL/SUL,15:37
105933,TERMINAL PINHEIRINHO,16:13
108023,ESTACAO TUBO CENTRAL/NORTE,16:41
105934,TERMINAL SANTA CANDIDA,17:04
108024,ESTACAO TUBO CENTRAL/SUL,17:22
105933,TERMINAL PINHEIRINHO,18:01
108023,ESTACAO TUBO CENTRAL/NORTE,18:30
