Linha,553
Tabela,005
num,ponto,horario
160770,MORADIAS PQ. IGUAÇU,05:12
106106,TERMINAL SITIO CERCADO,05:39
160770,MORADIAS PQ. IGUAÇU,06:01
106106,TERMINAL SITIO CERCADO,06:29
160770,MORADIAS PQ. IGUAÇU,06:52
106106,TERMINAL SITIO CERCADO,07:22
160770,MORADIAS PQ. IGUAÇU,07:46
106106,TERMINAL SITIO CERCADO,08:13
160770,MORADIAS PQ. IGUAÇU,08:38
106106,TERMINAL SITIO CERCADO,09:07
160770,MORADIAS PQ. IGUAÇU,09:31
106106,TERMINAL SITIO CERCADO,09:58
160770,MORADIAS PQ. IGUAÇU,10:22
106106,TERMINAL SITIO CERCADO,10:49
160770,MORADIAS PQ. IGUAÇU,11:13
106106,TERMINAL SITIO CERCADO,11:40
160770,MORADIAS PQ. IGUAÇU,12:04
106106,TERMINAL SITIO CERCADO,12:31
160770,MORADIAS PQ. IGUAÇU,12:57
106106,TERMINAL SITIO CERCADO,13:24
160770,MORADIAS PQ. IGUAÇU,13:49
106106,TERMINAL SITIO CERCADO,14:16
160770,MORADIAS PQ. IGUAÇU,14:41
106106,TERMINAL SITIO CERCADO,15:08
160770,MORADIAS PQ. IGUAÇU,15:33
106106,TERMINAL SITIO CERCADO,16:00
160770,MORADIAS PQ. IGUAÇU,16:27
106106,TERMINAL SITIO CERCADO,17:00
160770,MORADIAS PQ. IGUAÇU,17:30
106106,TERMINAL SITIO CERCADO,17:57
160770,MORADIAS PQ. IGUAÇU,18:27
106106,TERMINAL SITIO CERCADO,18:55
160770,MORADIAS PQ. IGUAÇU,19:24
106106,TERMINAL SITIO CERCADO,19:53
