Linha,X48
Tabela,001
num,ponto,horario
110464,PRAÇA EUFRASIO CORREIA,05:40
102014,PRACA RUI BARBOSA,05:45
110464,PRAÇA EUFRASIO CORREIA,05:50
102014,PRACA RUI BARBOSA,05:55
110464,PRAÇA EUFRASIO CORREIA,06:00
102014,PRACA RUI BARBOSA,06:05
110464,PRAÇA EUFRASIO CORREIA,06:10
102014,PRACA RUI BARBOSA,06:15
110464,PRAÇA EUFRASIO CORREIA,06:20
102014,PRACA RUI BARBOSA,06:25
110464,PRAÇA EUFRASIO CORREIA,06:30
102014,PRACA RUI BARBOSA,06:35
110464,PRAÇA EUFRASIO CORREIA,06:40
102014,PRACA RUI BARBOSA,06:45
110464,PRAÇA EUFRASIO CORREIA,06:50
102014,PRACA RUI BARBOSA,06:55
110464,PRAÇA EUFRASIO CORREIA,07:00
102014,PRACA RUI BARBOSA,07:05
110464,PRAÇA EUFRASIO CORREIA,07:10
102014,PRACA RUI BARBOSA,07:15
110464,PRAÇA EUFRASIO CORREIA,07:20
102014,PRACA RUI BARBOSA,07:25
110464,PRAÇA EUFRASIO CORREIA,07:30
102014,PRACA RUI BARBOSA,07:35
110464,PRAÇA EUFRASIO CORREIA,07:40
102014,PRACA RUI BARBOSA,07:45
110464,PRAÇA EUFRASIO CORREIA,07:50
102014,PRACA RUI BARBOSA,07:55
110464,PRAÇA EUFRASIO CORREIA,08:00
102014,PRACA RUI BARBOSA,08:05
110464,PRAÇA EUFRASIO CORREIA,08:10
102014,PRACA RUI BARBOSA,08:15
110464,PRAÇA EUFRASIO CORREIA,08:20
102014,PRACA RUI BARBOSA,08:25
110464,PRAÇA EUFRASIO CORREIA,08:30
102014,PRACA RUI BARBOSA,08:35
110464,PRAÇA EUFRASIO CORREIA,08:40
102014,PRACA RUI BARBOSA,08:45
110464,PRAÇA EUFRASIO CORREIA,08:50
102014,PRACA RUI BARBOSA,08:55
110464,PRAÇA EUFRASIO CORREIA,09:00
102014,PRACA RUI BARBOSA,09:05
110464,PRAÇA EUFRASIO CORREIA,09:10
102014,PRACA RUI BARBOSA,09:15
110464,PRAÇA EUFRASIO CORREIA,09:20
102014,PRACA RUI BARBOSA,09:25
110464,PRAÇA EUFRASIO CORREIA,09:30
102014,PRACA RUI BARBOSA,09:35
110464,PRAÇA EUFRASIO CORREIA,09:40
102014,PRACA RUI BARBOSA,09:45
110464,PRAÇA EUFRASIO CORREIA,09:50
102014,PRACA RUI BARBOSA,09:55
110464,PRAÇA EUFRASIO CORREIA,10:00
102014,PRACA RUI BARBOSA,10:05
110464,PRAÇA EUFRASIO CORREIA,10:10
102014,PRACA RUI BARBOSA,10:15
110464,PRAÇA EUFRASIO CORREIA,10:20
