Linha,762
Tabela,002-1
num,ponto,horario
180621,BAIRRO VILA ROSINHA,06:28
102011,PRACA RUI BARBOSA,07:01
180621,BAIRRO VILA ROSINHA,07:31
102011,PRACA RUI BARBOSA,08:08
180621,BAIRRO VILA ROSINHA,08:41
