Linha,303
Tabela,001
num,ponto,horario
105101,TERMINAL CENTENARIO,05:17
108030,ESTACAO TUBO R.BARBOSA/OESTE,05:53
104601,TERMINAL CAMPO COMPRIDO,06:29
108169,ESTACAO TUBO R. BARBOSA/LESTE,06:58
105101,TERMINAL CENTENARIO,07:34
108030,ESTACAO TUBO R.BARBOSA/OESTE,08:12
104601,TERMINAL CAMPO COMPRIDO,08:47
108169,ESTACAO TUBO R. BARBOSA/LESTE,09:16
105101,TERMINAL CENTENARIO,09:51
108030,ESTACAO TUBO R.BARBOSA/OESTE,10:22
104601,TERMINAL CAMPO COMPRIDO,10:56
108169,ESTACAO TUBO R. BARBOSA/LESTE,11:25
105101,TERMINAL CENTENARIO,12:00
108030,ESTACAO TUBO R.BARBOSA/OESTE,12:31
104601,TERMINAL CAMPO COMPRIDO,13:05
108169,ESTACAO TUBO R. BARBOSA/LESTE,13:34
105101,TERMINAL CENTENARIO,14:09
108030,ESTACAO TUBO R.BARBOSA/OESTE,14:40
104601,TERMINAL CAMPO COMPRIDO,15:14
108169,ESTACAO TUBO R. BARBOSA/LESTE,15:43
105101,TERMINAL CENTENARIO,16:18
108030,ESTACAO TUBO R.BARBOSA/OESTE,16:52
104601,TERMINAL CAMPO COMPRIDO,17:28
108169,ESTACAO TUBO R. BARBOSA/LESTE,17:57
105101,TERMINAL CENTENARIO,18:37
108030,ESTACAO TUBO R.BARBOSA/OESTE,19:13
104601,TERMINAL CAMPO COMPRIDO,19:47
108169,ESTACAO TUBO R. BARBOSA/LESTE,20:14
105101,TERMINAL CENTENARIO,20:46
108030,ESTACAO TUBO R.BARBOSA/OESTE,21:16
104601,TERMINAL CAMPO COMPRIDO,21:46
108169,ESTACAO TUBO R. BARBOSA/LESTE,22:13
105101,TERMINAL CENTENARIO,22:48
108030,ESTACAO TUBO R.BARBOSA/OESTE,23:18
