Linha,040
Tabela,018
num,ponto,horario
105316,TERM.FAZENDINHA/TERM.C.COMPRID,05:41
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,06:09
106001,TERMINAL SANTA FELICIDADE,06:34
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,06:58
105309,TERM.FAZENDINHA/TERM. CIC,07:22
105211,TERMINAL CIC/TERM.PINHEIRINHO,07:42
105718,TERMINAL PINHEIRINHO,08:01
105206,TERMINAL CIC/TERM.FAZENDINHA,08:10
105316,TERM.FAZENDINHA/TERM.C.COMPRID,08:30
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,08:53
106001,TERMINAL SANTA FELICIDADE,09:22
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,09:47
105309,TERM.FAZENDINHA/TERM. CIC,10:10
105211,TERMINAL CIC/TERM.PINHEIRINHO,10:30
105718,TERMINAL PINHEIRINHO,10:49
105206,TERMINAL CIC/TERM.FAZENDINHA,10:58
105316,TERM.FAZENDINHA/TERM.C.COMPRID,11:18
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,11:42
106001,TERMINAL SANTA FELICIDADE,12:12
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,12:38
105309,TERM.FAZENDINHA/TERM. CIC,13:01
105211,TERMINAL CIC/TERM.PINHEIRINHO,13:21
105718,TERMINAL PINHEIRINHO,13:39
105206,TERMINAL CIC/TERM.FAZENDINHA,13:48
105316,TERM.FAZENDINHA/TERM.C.COMPRID,14:08
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,14:32
106001,TERMINAL SANTA FELICIDADE,15:02
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,15:27
105309,TERM.FAZENDINHA/TERM. CIC,15:49
105211,TERMINAL CIC/TERM.PINHEIRINHO,16:10
105718,TERMINAL PINHEIRINHO,16:26
105206,TERMINAL CIC/TERM.FAZENDINHA,16:35
105316,TERM.FAZENDINHA/TERM.C.COMPRID,16:53
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,17:16
106001,TERMINAL SANTA FELICIDADE,17:50
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,18:18
105309,TERM.FAZENDINHA/TERM. CIC,18:43
105211,TERMINAL CIC/TERM.PINHEIRINHO,19:06
105718,TERMINAL PINHEIRINHO,19:23
105206,TERMINAL CIC/TERM.FAZENDINHA,19:32
105316,TERM.FAZENDINHA/TERM.C.COMPRID,19:47
