Linha,673
Tabela,001
num,ponto,horario
170114,BAIRRO FORMOSA,05:30
102029,PRACA RUI BARBOSA,06:00
170114,BAIRRO FORMOSA,06:26
102029,PRACA RUI BARBOSA,07:04
170114,BAIRRO FORMOSA,07:32
102029,PRACA RUI BARBOSA,08:14
170114,BAIRRO FORMOSA,08:42
102029,PRACA RUI BARBOSA,09:22
170114,BAIRRO FORMOSA,09:48
102029,PRACA RUI BARBOSA,10:22
170114,BAIRRO FORMOSA,10:54
102029,PRACA RUI BARBOSA,11:28
170114,BAIRRO FORMOSA,12:00
102029,PRACA RUI BARBOSA,12:34
170114,BAIRRO FORMOSA,13:06
102029,PRACA RUI BARBOSA,13:40
170114,BAIRRO FORMOSA,14:12
102029,PRACA RUI BARBOSA,14:46
170114,BAIRRO FORMOSA,15:18
102029,PRACA RUI BARBOSA,15:52
170114,BAIRRO FORMOSA,16:32
102029,PRACA RUI BARBOSA,17:08
170114,BAIRRO FORMOSA,17:52
102029,PRACA RUI BARBOSA,18:26
