Linha,637
Tabela,001
num,ponto,horario
106115,TERMINAL SITIO CERCADO,06:07
105731,TERMINAL PINHEIRINHO,06:29
106115,TERMINAL SITIO CERCADO,06:52
105731,TERMINAL PINHEIRINHO,07:15
106115,TERMINAL SITIO CERCADO,07:38
105731,TERMINAL PINHEIRINHO,08:03
106115,TERMINAL SITIO CERCADO,08:28
105731,TERMINAL PINHEIRINHO,08:53
106115,TERMINAL SITIO CERCADO,09:18
105731,TERMINAL PINHEIRINHO,09:43
106115,TERMINAL SITIO CERCADO,10:08
105731,TERMINAL PINHEIRINHO,10:33
106115,TERMINAL SITIO CERCADO,10:58
105731,TERMINAL PINHEIRINHO,11:23
106115,TERMINAL SITIO CERCADO,11:48
105731,TERMINAL PINHEIRINHO,12:13
106115,TERMINAL SITIO CERCADO,12:38
105731,TERMINAL PINHEIRINHO,13:03
106115,TERMINAL SITIO CERCADO,13:28
105731,TERMINAL PINHEIRINHO,13:53
106115,TERMINAL SITIO CERCADO,14:18
105731,TERMINAL PINHEIRINHO,14:43
106115,TERMINAL SITIO CERCADO,15:08
105731,TERMINAL PINHEIRINHO,15:33
106115,TERMINAL SITIO CERCADO,15:58
105731,TERMINAL PINHEIRINHO,16:23
106115,TERMINAL SITIO CERCADO,16:48
105731,TERMINAL PINHEIRINHO,17:13
106115,TERMINAL SITIO CERCADO,17:38
105731,TERMINAL PINHEIRINHO,18:03
106115,TERMINAL SITIO CERCADO,18:28
105731,TERMINAL PINHEIRINHO,18:53
106115,TERMINAL SITIO CERCADO,19:18
105731,TERMINAL PINHEIRINHO,19:43
106115,TERMINAL SITIO CERCADO,20:08
105731,TERMINAL PINHEIRINHO,20:33
106115,TERMINAL SITIO CERCADO,20:58
105731,TERMINAL PINHEIRINHO,21:23
106115,TERMINAL SITIO CERCADO,21:48
105731,TERMINAL PINHEIRINHO,22:13
106115,TERMINAL SITIO CERCADO,22:36
105731,TERMINAL PINHEIRINHO,22:59
106115,TERMINAL SITIO CERCADO,23:22
105731,TERMINAL PINHEIRINHO,23:45
