Linha,385
Tabela,001
num,ponto,horario
130885,BAIRRO CRISTO REI,05:50
110158,RUA 24 HORAS,06:12
130885,BAIRRO CRISTO REI,06:36
110158,RUA 24 HORAS,06:58
130885,BAIRRO CRISTO REI,07:24
110158,RUA 24 HORAS,07:54
130885,BAIRRO CRISTO REI,08:19
110158,RUA 24 HORAS,08:49
130885,BAIRRO CRISTO REI,09:10
110158,RUA 24 HORAS,09:35
130885,BAIRRO CRISTO REI,09:55
110158,RUA 24 HORAS,10:20
130885,BAIRRO CRISTO REI,10:40
110158,RUA 24 HORAS,11:03
130885,BAIRRO CRISTO REI,11:23
110158,RUA 24 HORAS,11:46
130885,BAIRRO CRISTO REI,12:08
110158,RUA 24 HORAS,12:31
130885,BAIRRO CRISTO REI,12:53
110158,RUA 24 HORAS,13:16
130885,BAIRRO CRISTO REI,13:38
110158,RUA 24 HORAS,14:03
130885,BAIRRO CRISTO REI,14:26
110158,RUA 24 HORAS,14:51
130885,BAIRRO CRISTO REI,15:14
110158,RUA 24 HORAS,15:37
130885,BAIRRO CRISTO REI,16:00
110158,RUA 24 HORAS,16:23
130885,BAIRRO CRISTO REI,16:45
110158,RUA 24 HORAS,17:09
130885,BAIRRO CRISTO REI,17:34
110158,RUA 24 HORAS,18:02
130885,BAIRRO CRISTO REI,18:32
110158,RUA 24 HORAS,18:59
130885,BAIRRO CRISTO REI,19:20
110158,RUA 24 HORAS,19:40
130885,BAIRRO CRISTO REI,20:00
110158,RUA 24 HORAS,20:20
130885,BAIRRO CRISTO REI,20:40
110158,RUA 24 HORAS,21:00
130885,BAIRRO CRISTO REI,21:20
110158,RUA 24 HORAS,21:40
130885,BAIRRO CRISTO REI,22:00
110158,RUA 24 HORAS,22:20
130885,BAIRRO CRISTO REI,22:40
110158,RUA 24 HORAS,23:00
130885,BAIRRO CRISTO REI,23:20
110158,RUA 24 HORAS,23:40
