Linha,661
Tabela,002
num,ponto,horario
150683,BAIRRO LINDOIA,06:05
102004,PRACA RUI BARBOSA,06:34
150683,BAIRRO LINDOIA,07:01
102004,PRACA RUI BARBOSA,07:35
150683,BAIRRO LINDOIA,08:03
102004,PRACA RUI BARBOSA,08:36
150683,BAIRRO LINDOIA,09:06
102004,PRACA RUI BARBOSA,09:38
150683,BAIRRO LINDOIA,10:08
102004,PRACA RUI BARBOSA,10:40
150683,BAIRRO LINDOIA,11:10
102004,PRACA RUI BARBOSA,11:42
150683,BAIRRO LINDOIA,12:12
102004,PRACA RUI BARBOSA,12:44
150683,BAIRRO LINDOIA,13:14
102004,PRACA RUI BARBOSA,13:46
150683,BAIRRO LINDOIA,14:16
102004,PRACA RUI BARBOSA,14:48
150683,BAIRRO LINDOIA,15:18
102004,PRACA RUI BARBOSA,15:50
150683,BAIRRO LINDOIA,16:28
102004,PRACA RUI BARBOSA,17:00
150683,BAIRRO LINDOIA,17:38
102004,PRACA RUI BARBOSA,18:10
150683,BAIRRO LINDOIA,18:48
102004,PRACA RUI BARBOSA,19:20
150683,BAIRRO LINDOIA,19:58
102004,PRACA RUI BARBOSA,20:30
150683,BAIRRO LINDOIA,20:59
102004,PRACA RUI BARBOSA,21:24
150683,BAIRRO LINDOIA,21:53
102004,PRACA RUI BARBOSA,22:18
150683,BAIRRO LINDOIA,22:47
102004,PRACA RUI BARBOSA,23:12
150683,BAIRRO LINDOIA,23:43
102004,PRACA RUI BARBOSA,00:10
