Linha,021
Tabela,002
num,ponto,horario
104703,TERMINAL CAPAO DA IMBUIA,05:26
104405,TERMINAL CABRAL,05:49
104506,TERMINAL CAMPINA DO SIQUEIRA,06:29
104819,TERMINAL CAPAO RASO,06:55
105511,TERMINAL HAUER,07:18
104703,TERMINAL CAPAO DA IMBUIA,07:41
104405,TERMINAL CABRAL,08:04
104506,TERMINAL CAMPINA DO SIQUEIRA,08:44
104819,TERMINAL CAPAO RASO,09:10
105511,TERMINAL HAUER,09:33
104703,TERMINAL CAPAO DA IMBUIA,09:56
104405,TERMINAL CABRAL,10:19
104506,TERMINAL CAMPINA DO SIQUEIRA,10:59
104819,TERMINAL CAPAO RASO,11:25
105511,TERMINAL HAUER,11:48
104703,TERMINAL CAPAO DA IMBUIA,12:11
104405,TERMINAL CABRAL,12:34
104506,TERMINAL CAMPINA DO SIQUEIRA,13:14
104819,TERMINAL CAPAO RASO,13:40
105511,TERMINAL HAUER,14:03
104703,TERMINAL CAPAO DA IMBUIA,14:26
104405,TERMINAL CABRAL,14:49
104506,TERMINAL CAMPINA DO SIQUEIRA,15:29
104819,TERMINAL CAPAO RASO,15:55
105511,TERMINAL HAUER,16:18
104703,TERMINAL CAPAO DA IMBUIA,16:41
104405,TERMINAL CABRAL,17:04
104506,TERMINAL CAMPINA DO SIQUEIRA,17:44
104819,TERMINAL CAPAO RASO,18:10
105511,TERMINAL HAUER,18:33
104703,TERMINAL CAPAO DA IMBUIA,18:56
104405,TERMINAL CABRAL,19:19
104506,TERMINAL CAMPINA DO SIQUEIRA,19:59
104819,TERMINAL CAPAO RASO,20:25
105511,TERMINAL HAUER,20:48
104703,TERMINAL CAPAO DA IMBUIA,21:11
104405,TERMINAL CABRAL,21:34
104506,TERMINAL CAMPINA DO SIQUEIRA,22:14
104819,TERMINAL CAPAO RASO,22:40
105511,TERMINAL HAUER,23:03
104703,TERMINAL CAPAO DA IMBUIA,23:26
104405,TERMINAL CABRAL,23:49
