Linha,020
Tabela,001
num,ponto,horario
104501,TERMINAL CAMPINA DO SIQUEIRA,05:10
104406,TERMINAL CABRAL,05:46
104706,TERMINAL CAPAO DA IMBUIA,06:11
105512,TERMINAL HAUER,06:35
104805,TERMINAL CAPAO RASO,06:53
104501,TERMINAL CAMPINA DO SIQUEIRA,07:21
104406,TERMINAL CABRAL,08:03
104706,TERMINAL CAPAO DA IMBUIA,08:31
105512,TERMINAL HAUER,08:55
104805,TERMINAL CAPAO RASO,09:13
104501,TERMINAL CAMPINA DO SIQUEIRA,09:41
104406,TERMINAL CABRAL,10:23
104706,TERMINAL CAPAO DA IMBUIA,10:51
105512,TERMINAL HAUER,11:15
104805,TERMINAL CAPAO RASO,11:33
104501,TERMINAL CAMPINA DO SIQUEIRA,12:01
104406,TERMINAL CABRAL,12:43
104706,TERMINAL CAPAO DA IMBUIA,13:11
105512,TERMINAL HAUER,13:35
104805,TERMINAL CAPAO RASO,13:53
104501,TERMINAL CAMPINA DO SIQUEIRA,14:21
104406,TERMINAL CABRAL,15:03
104706,TERMINAL CAPAO DA IMBUIA,15:31
105512,TERMINAL HAUER,15:55
104805,TERMINAL CAPAO RASO,16:13
104501,TERMINAL CAMPINA DO SIQUEIRA,16:41
104406,TERMINAL CABRAL,17:23
104706,TERMINAL CAPAO DA IMBUIA,17:51
105512,TERMINAL HAUER,18:15
104805,TERMINAL CAPAO RASO,18:33
104501,TERMINAL CAMPINA DO SIQUEIRA,19:01
104406,TERMINAL CABRAL,19:45
104706,TERMINAL CAPAO DA IMBUIA,20:13
105512,TERMINAL HAUER,20:37
104805,TERMINAL CAPAO RASO,20:55
104501,TERMINAL CAMPINA DO SIQUEIRA,21:23
104406,TERMINAL CABRAL,22:07
104706,TERMINAL CAPAO DA IMBUIA,22:35
105512,TERMINAL HAUER,22:59
104805,TERMINAL CAPAO RASO,23:18
104501,TERMINAL CAMPINA DO SIQUEIRA,23:46
