Linha,020
Tabela,007
num,ponto,horario
105512,TERMINAL HAUER,05:23
104805,TERMINAL CAPAO RASO,05:43
104501,TERMINAL CAMPINA DO SIQUEIRA,06:13
104406,TERMINAL CABRAL,06:59
104706,TERMINAL CAPAO DA IMBUIA,07:25
105512,TERMINAL HAUER,07:43
104805,TERMINAL CAPAO RASO,08:05
104501,TERMINAL CAMPINA DO SIQUEIRA,08:36
104406,TERMINAL CABRAL,09:25
104706,TERMINAL CAPAO DA IMBUIA,09:57
105512,TERMINAL HAUER,10:16
104805,TERMINAL CAPAO RASO,10:37
104501,TERMINAL CAMPINA DO SIQUEIRA,11:07
104406,TERMINAL CABRAL,11:56
104706,TERMINAL CAPAO DA IMBUIA,12:27
105512,TERMINAL HAUER,12:46
104805,TERMINAL CAPAO RASO,13:07
104501,TERMINAL CAMPINA DO SIQUEIRA,13:36
104406,TERMINAL CABRAL,14:25
104706,TERMINAL CAPAO DA IMBUIA,14:55
105512,TERMINAL HAUER,15:14
104805,TERMINAL CAPAO RASO,15:35
104501,TERMINAL CAMPINA DO SIQUEIRA,16:04
104406,TERMINAL CABRAL,16:55
104706,TERMINAL CAPAO DA IMBUIA,17:31
105512,TERMINAL HAUER,17:53
104805,TERMINAL CAPAO RASO,18:15
104501,TERMINAL CAMPINA DO SIQUEIRA,18:45
104406,TERMINAL CABRAL,19:37
104706,TERMINAL CAPAO DA IMBUIA,20:02
105512,TERMINAL HAUER,20:19
104805,TERMINAL CAPAO RASO,20:38
104501,TERMINAL CAMPINA DO SIQUEIRA,21:01
104406,TERMINAL CABRAL,21:41
104706,TERMINAL CAPAO DA IMBUIA,22:07
105512,TERMINAL HAUER,22:24
104805,TERMINAL CAPAO RASO,22:43
104501,TERMINAL CAMPINA DO SIQUEIRA,23:06
104406,TERMINAL CABRAL,23:46
104706,TERMINAL CAPAO DA IMBUIA,00:12
