Linha,466
Tabela,001
num,ponto,horario
103004,PASSEIO PUBLICO,06:00
140962,BAIRRO ESTUDANTES,06:20
103004,PASSEIO PUBLICO,06:50
140962,BAIRRO ESTUDANTES,07:20
103004,PASSEIO PUBLICO,07:56
140962,BAIRRO ESTUDANTES,08:26
103004,PASSEIO PUBLICO,09:06
140962,BAIRRO ESTUDANTES,09:36
103004,PASSEIO PUBLICO,10:16
140962,BAIRRO ESTUDANTES,10:46
103004,PASSEIO PUBLICO,11:26
140962,BAIRRO ESTUDANTES,11:56
103004,PASSEIO PUBLICO,12:36
140962,BAIRRO ESTUDANTES,13:06
103004,PASSEIO PUBLICO,13:46
140962,BAIRRO ESTUDANTES,14:16
103004,PASSEIO PUBLICO,14:56
140962,BAIRRO ESTUDANTES,15:26
103004,PASSEIO PUBLICO,16:06
140962,BAIRRO ESTUDANTES,16:36
103004,PASSEIO PUBLICO,17:16
140962,BAIRRO ESTUDANTES,17:46
103004,PASSEIO PUBLICO,18:26
140962,BAIRRO ESTUDANTES,18:56
103004,PASSEIO PUBLICO,19:26
140962,BAIRRO ESTUDANTES,19:51
103004,PASSEIO PUBLICO,20:21
140962,BAIRRO ESTUDANTES,20:46
103004,PASSEIO PUBLICO,21:16
140962,BAIRRO ESTUDANTES,21:41
103004,PASSEIO PUBLICO,22:06
140962,BAIRRO ESTUDANTES,22:31
103004,PASSEIO PUBLICO,22:56
140962,BAIRRO ESTUDANTES,23:21
103004,PASSEIO PUBLICO,23:46
