Linha,506
Tabela,009
num,ponto,horario
109038,TUBO OSTERNACK,06:22
109112,TERMINAL SITIO CERCADO,06:35
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,07:12
109114,TERM.S.CERCADO(SENT.OSTERNACK),07:50
109038,TUBO OSTERNACK,08:03
109112,TERMINAL SITIO CERCADO,08:16
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,08:59
109114,TERM.S.CERCADO(SENT.OSTERNACK),09:37
109038,TUBO OSTERNACK,09:49
109112,TERMINAL SITIO CERCADO,10:01
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,10:39
109114,TERM.S.CERCADO(SENT.OSTERNACK),11:17
109038,TUBO OSTERNACK,11:29
109112,TERMINAL SITIO CERCADO,11:41
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,12:19
109114,TERM.S.CERCADO(SENT.OSTERNACK),12:57
109038,TUBO OSTERNACK,13:09
109112,TERMINAL SITIO CERCADO,13:21
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,13:59
109114,TERM.S.CERCADO(SENT.OSTERNACK),14:37
109038,TUBO OSTERNACK,14:49
109112,TERMINAL SITIO CERCADO,15:01
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,15:39
109114,TERM.S.CERCADO(SENT.OSTERNACK),16:17
109038,TUBO OSTERNACK,16:29
109112,TERMINAL SITIO CERCADO,16:41
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,17:25
109114,TERM.S.CERCADO(SENT.OSTERNACK),18:05
109038,TUBO OSTERNACK,18:23
109112,TERMINAL SITIO CERCADO,18:35
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,19:18
109114,TERM.S.CERCADO(SENT.OSTERNACK),19:57
