Linha,623
Tabela,004
num,ponto,horario
170209,BAIRRO PARQUE INDUSTRIAL,05:39
104818,TERMINAL CAPAO RASO,06:04
170209,BAIRRO PARQUE INDUSTRIAL,06:24
104818,TERMINAL CAPAO RASO,06:49
170209,BAIRRO PARQUE INDUSTRIAL,07:10
104818,TERMINAL CAPAO RASO,07:35
170209,BAIRRO PARQUE INDUSTRIAL,07:55
104818,TERMINAL CAPAO RASO,08:20
170209,BAIRRO PARQUE INDUSTRIAL,08:40
104818,TERMINAL CAPAO RASO,09:03
170209,BAIRRO PARQUE INDUSTRIAL,09:24
104818,TERMINAL CAPAO RASO,09:47
170209,BAIRRO PARQUE INDUSTRIAL,10:08
104818,TERMINAL CAPAO RASO,10:31
170209,BAIRRO PARQUE INDUSTRIAL,10:52
104818,TERMINAL CAPAO RASO,11:15
170209,BAIRRO PARQUE INDUSTRIAL,11:36
104818,TERMINAL CAPAO RASO,11:59
170209,BAIRRO PARQUE INDUSTRIAL,12:20
104818,TERMINAL CAPAO RASO,12:43
170209,BAIRRO PARQUE INDUSTRIAL,13:04
104818,TERMINAL CAPAO RASO,13:27
170209,BAIRRO PARQUE INDUSTRIAL,13:48
104818,TERMINAL CAPAO RASO,14:11
170209,BAIRRO PARQUE INDUSTRIAL,14:32
104818,TERMINAL CAPAO RASO,14:55
170209,BAIRRO PARQUE INDUSTRIAL,15:16
104818,TERMINAL CAPAO RASO,15:39
170209,BAIRRO PARQUE INDUSTRIAL,16:00
104818,TERMINAL CAPAO RASO,16:23
170209,BAIRRO PARQUE INDUSTRIAL,16:46
104818,TERMINAL CAPAO RASO,17:10
170209,BAIRRO PARQUE INDUSTRIAL,17:33
104818,TERMINAL CAPAO RASO,17:56
170209,BAIRRO PARQUE INDUSTRIAL,18:19
104818,TERMINAL CAPAO RASO,18:42
170209,BAIRRO PARQUE INDUSTRIAL,19:05
104818,TERMINAL CAPAO RASO,19:28
170209,BAIRRO PARQUE INDUSTRIAL,19:50
104818,TERMINAL CAPAO RASO,20:10
170209,BAIRRO PARQUE INDUSTRIAL,20:30
104818,TERMINAL CAPAO RASO,20:50
170209,BAIRRO PARQUE INDUSTRIAL,21:10
104818,TERMINAL CAPAO RASO,21:30
170209,BAIRRO PARQUE INDUSTRIAL,21:50
104818,TERMINAL CAPAO RASO,22:10
170209,BAIRRO PARQUE INDUSTRIAL,22:30
104818,TERMINAL CAPAO RASO,22:49
170209,BAIRRO PARQUE INDUSTRIAL,23:08
104818,TERMINAL CAPAO RASO,23:27
170209,BAIRRO PARQUE INDUSTRIAL,23:46
104818,TERMINAL CAPAO RASO,00:05
