Linha,X55
Tabela,005-1
num,ponto,horario
105205,TERMINAL CIC,06:41
105008,TERM. CAIUÁ SENT. JUSCELINO,06:58
181123,AV. JUSCELINO K. (VAZIO),07:15
105205,TERMINAL CIC,07:45
105008,TERM. CAIUÁ SENT. JUSCELINO,08:04
