Linha,X55
Tabela,001-2
num,ponto,horario
180180,AV. JUCELINO K. OLIVEIRA (L732),15:22
105006,TERM. CAIUA SENTIDO CIC,15:34
105941,TERM.CIC-VAZIO,15:58
180180,AV. JUCELINO K. OLIVEIRA (L732),16:28
105006,TERM. CAIUA SENTIDO CIC,16:40
105941,TERM.CIC-VAZIO,17:04
180180,AV. JUCELINO K. OLIVEIRA (L732),17:37
105006,TERM. CAIUA SENTIDO CIC,17:49
105941,TERM.CIC-VAZIO,18:13
180180,AV. JUCELINO K. OLIVEIRA (L732),18:47
105006,TERM. CAIUA SENTIDO CIC,18:58
