Linha,X55
Tabela,002-2
num,ponto,horario
180180,AV. JUCELINO K. OLIVEIRA (L732),15:44
105006,TERM. CAIUA SENTIDO CIC,15:56
105941,TERM.CIC-VAZIO,16:19
180180,AV. JUCELINO K. OLIVEIRA (L732),16:50
105006,TERM. CAIUA SENTIDO CIC,17:02
105941,TERM.CIC-VAZIO,17:26
180180,AV. JUCELINO K. OLIVEIRA (L732),18:01
105006,TERM. CAIUA SENTIDO CIC,18:16
105941,TERM.CIC-VAZIO,18:41
180180,AV. JUCELINO K. OLIVEIRA (L732),19:14
105006,TERM. CAIUA SENTIDO CIC,19:25
