Linha,X55
Tabela,002-1
num,ponto,horario
105205,TERMINAL CIC,06:13
105008,TERM. CAIUÁ SENT. JUSCELINO,06:29
181123,AV. JUSCELINO K. (VAZIO),06:43
105205,TERMINAL CIC,07:12
105008,TERM. CAIUÁ SENT. JUSCELINO,07:31
181123,AV. JUSCELINO K. (VAZIO),07:51
105205,TERMINAL CIC,08:18
105008,TERM. CAIUÁ SENT. JUSCELINO,08:34
