Linha,X55
Tabela,001-1
num,ponto,horario
105205,TERMINAL CIC,06:03
105008,TERM. CAIUÁ SENT. JUSCELINO,06:19
181123,AV. JUSCELINO K. (VAZIO),06:32
105205,TERMINAL CIC,07:01
105008,TERM. CAIUÁ SENT. JUSCELINO,07:18
181123,AV. JUSCELINO K. (VAZIO),07:35
105205,TERMINAL CIC,08:07
105008,TERM. CAIUÁ SENT. JUSCELINO,08:23
