Linha,X55
Tabela,004-1
num,ponto,horario
105205,TERMINAL CIC,05:34
105008,TERM. CAIUÁ SENT. JUSCELINO,05:50
181123,AV. JUSCELINO K. (VAZIO),06:03
105205,TERMINAL CIC,06:32
105008,TERM. CAIUÁ SENT. JUSCELINO,06:49
181123,AV. JUSCELINO K. (VAZIO),07:04
105205,TERMINAL CIC,07:34
105008,TERM. CAIUÁ SENT. JUSCELINO,07:54
