Linha,X55
Tabela,004-2
num,ponto,horario
180180,AV. JUCELINO K. OLIVEIRA (L732),16:05
105006,TERM. CAIUA SENTIDO CIC,16:17
105941,TERM.CIC-VAZIO,16:41
180180,AV. JUCELINO K. OLIVEIRA (L732),17:13
105006,TERM. CAIUA SENTIDO CIC,17:27
105941,TERM.CIC-VAZIO,17:51
180180,AV. JUCELINO K. OLIVEIRA (L732),18:24
105006,TERM. CAIUA SENTIDO CIC,18:36
