Linha,641
Tabela,001
num,ponto,horario
160383,BAIRRO LUIZ NICHELE,06:15
105713,TERMINAL PINHEIRINHO,06:50
160383,BAIRRO LUIZ NICHELE,07:25
105713,TERMINAL PINHEIRINHO,08:00
160383,BAIRRO LUIZ NICHELE,08:35
105713,TERMINAL PINHEIRINHO,09:10
160383,BAIRRO LUIZ NICHELE,09:45
105713,TERMINAL PINHEIRINHO,10:20
160383,BAIRRO LUIZ NICHELE,10:55
105713,TERMINAL PINHEIRINHO,11:30
160383,BAIRRO LUIZ NICHELE,12:05
105713,TERMINAL PINHEIRINHO,12:40
160383,BAIRRO LUIZ NICHELE,13:15
105713,TERMINAL PINHEIRINHO,13:50
160383,BAIRRO LUIZ NICHELE,14:25
105713,TERMINAL PINHEIRINHO,15:00
160383,BAIRRO LUIZ NICHELE,15:35
105713,TERMINAL PINHEIRINHO,16:10
160383,BAIRRO LUIZ NICHELE,16:45
105713,TERMINAL PINHEIRINHO,17:20
160383,BAIRRO LUIZ NICHELE,17:55
105713,TERMINAL PINHEIRINHO,18:30
160383,BAIRRO LUIZ NICHELE,19:05
105713,TERMINAL PINHEIRINHO,19:40
160383,BAIRRO LUIZ NICHELE,20:15
105713,TERMINAL PINHEIRINHO,20:50
160383,BAIRRO LUIZ NICHELE,21:25
105713,TERMINAL PINHEIRINHO,22:00
160383,BAIRRO LUIZ NICHELE,22:35
105713,TERMINAL PINHEIRINHO,23:10
