Linha,X38
Tabela,003-1
num,ponto,horario
170543,RUA HUMBERTO BERTOLDI,05:55
105741,TERMINAL/BAIRRO-VAZIO,06:25
170543,RUA HUMBERTO BERTOLDI,06:55
