Linha,X38
Tabela,001-1
num,ponto,horario
170543,RUA HUMBERTO BERTOLDI,05:15
105741,TERMINAL/BAIRRO-VAZIO,05:45
170543,RUA HUMBERTO BERTOLDI,06:15
