Linha,060
Tabela,005
num,ponto,horario
105010,TERM.CAIUA SENTIDO TERM.C.COMP,05:45
104616,TERMINAL CAMPO COMPRIDO,06:06
105007,TERM. CAIUA SENT. PINHEIRINHO,06:26
105733,TERMINAL PINHEIRINHO,07:02
105010,TERM.CAIUA SENTIDO TERM.C.COMP,07:39
104616,TERMINAL CAMPO COMPRIDO,08:00
105007,TERM. CAIUA SENT. PINHEIRINHO,08:22
105733,TERMINAL PINHEIRINHO,09:08
105010,TERM.CAIUA SENTIDO TERM.C.COMP,09:45
104616,TERMINAL CAMPO COMPRIDO,10:05
105007,TERM. CAIUA SENT. PINHEIRINHO,10:24
105733,TERMINAL PINHEIRINHO,10:55
105010,TERM.CAIUA SENTIDO TERM.C.COMP,11:34
104616,TERMINAL CAMPO COMPRIDO,11:56
105007,TERM. CAIUA SENT. PINHEIRINHO,12:12
105733,TERMINAL PINHEIRINHO,12:44
105010,TERM.CAIUA SENTIDO TERM.C.COMP,13:19
104616,TERMINAL CAMPO COMPRIDO,13:41
105007,TERM. CAIUA SENT. PINHEIRINHO,13:59
105733,TERMINAL PINHEIRINHO,14:32
105010,TERM.CAIUA SENTIDO TERM.C.COMP,15:06
104616,TERMINAL CAMPO COMPRIDO,15:29
105007,TERM. CAIUA SENT. PINHEIRINHO,15:48
105733,TERMINAL PINHEIRINHO,16:21
105010,TERM.CAIUA SENTIDO TERM.C.COMP,16:53
104616,TERMINAL CAMPO COMPRIDO,17:17
105007,TERM. CAIUA SENT. PINHEIRINHO,17:38
105733,TERMINAL PINHEIRINHO,18:22
105010,TERM.CAIUA SENTIDO TERM.C.COMP,19:03
104616,TERMINAL CAMPO COMPRIDO,19:27
105007,TERM. CAIUA SENT. PINHEIRINHO,19:47
