Linha,X45
Tabela,001-2
num,ponto,horario
109117,TERMINAL CAPAO DA IMBUIA,17:21
109120,TERMINAL BAIRRO ALTO,17:37
109117,TERMINAL CAPAO DA IMBUIA,17:53
109120,TERMINAL BAIRRO ALTO,18:12
109117,TERMINAL CAPAO DA IMBUIA,18:32
109120,TERMINAL BAIRRO ALTO,18:52
109117,TERMINAL CAPAO DA IMBUIA,19:09
