Linha,603
Tabela,008
num,ponto,horario
105701,TERMINAL PINHEIRINHO,06:02
108216,PRACA RUI BARBOSA,06:38
105701,TERMINAL PINHEIRINHO,07:14
108216,PRACA RUI BARBOSA,07:50
105701,TERMINAL PINHEIRINHO,08:27
108216,PRACA RUI BARBOSA,09:03
105701,TERMINAL PINHEIRINHO,09:39
108216,PRACA RUI BARBOSA,10:16
105701,TERMINAL PINHEIRINHO,10:53
108216,PRACA RUI BARBOSA,11:30
105701,TERMINAL PINHEIRINHO,12:07
108216,PRACA RUI BARBOSA,12:44
105701,TERMINAL PINHEIRINHO,13:21
108216,PRACA RUI BARBOSA,13:58
105701,TERMINAL PINHEIRINHO,14:35
108216,PRACA RUI BARBOSA,15:12
105701,TERMINAL PINHEIRINHO,15:51
108216,PRACA RUI BARBOSA,16:28
105701,TERMINAL PINHEIRINHO,17:07
108216,PRACA RUI BARBOSA,17:44
